"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.01.2019","378,570","378,680","379,330","377,030","0,24K","-0,16%"
"14.01.2019","379,170","376,530","379,430","376,180","0,02K","0,66%"
"11.01.2019","376,670","375,380","376,780","374,880","0,31K","0,40%"
"10.01.2019","375,170","375,680","375,680","373,180","0,30K","-0,11%"
"09.01.2019","375,570","375,180","376,180","373,680","0,31K","0,13%"
"08.01.2019","375,070","375,980","375,980","372,180","0,28K","-0,24%"
"07.01.2019","375,980","375,980","375,980","375,980","","0,03%"
"04.01.2019","375,870","380,680","380,680","375,980","0,16K","-1,29%"
"03.01.2019","380,770","383,330","383,330","380,780","0,14K","-0,93%"
"02.01.2019","384,330","384,330","384,330","384,330","","0,00%"
"01.01.2019","384,330","384,330","384,330","384,330","","0,00%"
"31.12.2018","384,330","384,330","384,330","384,330","","0,00%"
"29.12.2018","384,330","384,330","384,330","384,330","","0,93%"
"28.12.2018","380,770","378,680","382,330","377,480","","0,90%"
"27.12.2018","377,370","375,180","377,680","373,480","","0,48%"
"26.12.2018","375,570","372,180","375,880","371,630","","0,98%"
"25.12.2018","371,920","371,080","372,680","370,480","","0,26%"
"24.12.2018","370,970","371,680","373,180","370,680","","-0,16%"
"21.12.2018","371,570","371,680","373,180","370,180","","0,43%"
"20.12.2018","369,970","371,180","371,680","370,080","","-0,30%"
"19.12.2018","371,070","372,180","373,680","371,180","","0,02%"
"18.12.2018","370,980","370,980","370,980","370,980","","0,00%"
"17.12.2018","370,980","370,980","370,980","370,980","","0,03%"
"14.12.2018","370,870","370,180","371,780","370,180","","0,22%"
"13.12.2018","370,070","370,180","370,570","369,880","","0,00%"
"12.12.2018","370,070","370,530","370,530","369,680","","-0,09%"
"11.12.2018","370,420","370,680","371,120","369,730","","0,22%"
"10.12.2018","369,620","369,620","370,180","369,080","","-0,24%"
"07.12.2018","370,520","371,180","371,330","370,030","","-0,15%"
"06.12.2018","371,070","370,680","371,180","369,130","","0,15%"
"05.12.2018","370,520","371,180","372,580","370,380","","0,07%"
"04.12.2018","370,270","373,380","373,380","370,380","","-0,83%"
"03.12.2018","373,380","373,380","373,380","373,380","","0,03%"
"30.11.2018","373,270","371,180","373,680","369,380","","0,59%"
"29.11.2018","371,070","373,680","373,680","370,430","","-0,67%"
"28.11.2018","373,570","373,680","373,680","372,180","","0,21%"
"27.11.2018","372,770","373,480","374,680","372,180","","-0,08%"
"26.11.2018","373,070","366,180","373,180","366,180","","1,91%"
"23.11.2018","366,070","367,680","367,980","365,380","","-0,27%"
"22.11.2018","367,070","367,680","368,180","366,780","","-0,35%"
"21.11.2018","368,370","367,180","369,080","367,180","","0,57%"
"20.11.2018","366,270","365,180","366,980","363,880","","-0,19%"
"19.11.2018","366,970","369,680","369,680","366,980","","-0,70%"
"16.11.2018","369,570","366,680","369,970","364,980","","0,27%"
"15.11.2018","368,570","373,680","373,680","366,480","","-1,72%"
"14.11.2018","375,020","374,830","376,680","374,830","","0,08%"
"13.11.2018","374,720","374,180","374,980","373,830","","0,17%"
"12.11.2018","374,070","373,180","375,080","373,180","","0,27%"
"09.11.2018","373,070","372,680","373,680","370,680","","0,67%"
"08.11.2018","370,570","371,680","372,180","370,280","","0,00%"
"07.11.2018","370,570","371,680","371,980","370,580","","-0,03%"
"06.11.2018","370,670","371,680","371,680","370,030","","-0,38%"
"05.11.2018","372,070","371,580","372,880","371,580","","0,30%"
"02.11.2018","370,970","370,680","372,180","370,430","","0,11%"
"01.11.2018","370,570","370,180","371,080","370,180","","0,14%"
"31.10.2018","370,070","368,680","370,180","368,180","","0,35%"
"30.10.2018","368,770","368,680","369,030","368,180","","0,33%"
"29.10.2018","367,570","368,680","369,280","367,680","","-0,27%"
"26.10.2018","368,570","367,830","369,280","367,680","","0,19%"
"25.10.2018","367,870","366,580","367,980","366,580","","0,38%"
"24.10.2018","366,470","363,080","367,280","363,080","","0,96%"
"23.10.2018","362,970","363,880","363,880","360,480","","-0,44%"
"22.10.2018","364,570","365,880","366,480","364,330","","-0,33%"
"19.10.2018","365,770","366,020","367,480","364,480","","0,38%"
"18.10.2018","364,370","363,680","365,480","363,080","","0,41%"
"17.10.2018","362,870","366,180","366,180","362,280","","-0,99%"
"16.10.2018","366,490","368,330","368,330","365,680","","-0,43%"
"15.10.2018","368,070","370,180","371,380","367,880","","-0,67%"
"12.10.2018","370,570","371,180","371,280","369,080","","-0,13%"
"11.10.2018","371,070","368,180","373,580","368,180","","0,95%"
"10.10.2018","367,570","371,480","371,980","367,680","","-1,16%"
"09.10.2018","371,870","372,180","372,880","371,380","","-0,24%"
"08.10.2018","372,770","371,180","373,980","371,180","","0,32%"
"05.10.2018","371,570","368,180","374,910","368,180","","0,95%"
"04.10.2018","368,070","365,680","368,180","365,180","","0,88%"
"03.10.2018","364,870","363,180","365,080","362,980","","0,40%"
"02.10.2018","363,430","363,980","364,380","357,670","","-0,29%"
"01.10.2018","364,480","363,180","365,180","362,680","","0,36%"
"28.09.2018","363,180","361,880","364,130","360,180","","0,36%"
"27.09.2018","361,880","361,180","362,380","360,480","","0,39%"
"26.09.2018","360,480","357,170","360,480","356,170","","0,93%"
"25.09.2018","357,175","354,175","357,875","353,075","","0,82%"
"24.09.2018","354,270","356,120","357,320","353,080","","-0,52%"
"21.09.2018","356,115","356,415","356,615","349,115","","-0,06%"
"20.09.2018","356,325","360,135","360,335","356,025","","-1,47%"
"19.09.2018","361,630","367,130","367,130","360,380","","-1,50%"
"18.09.2018","367,120","371,620","371,620","367,120","","-1,11%"
"17.09.2018","371,230","371,130","373,130","371,130","","0,03%"
"14.09.2018","371,130","374,130","374,680","371,130","","-0,80%"
"13.09.2018","374,130","376,130","377,430","374,130","","-0,87%"
"12.09.2018","377,430","380,630","380,630","377,230","","-0,84%"
"11.09.2018","380,630","380,110","381,480","379,430","","0,26%"
"10.09.2018","379,630","377,130","380,330","377,130","","1,00%"
"07.09.2018","375,880","376,630","376,630","374,680","","-0,20%"
"06.09.2018","376,630","371,130","376,630","371,130","","1,45%"
"05.09.2018","371,230","368,530","371,230","368,130","","0,71%"
"04.09.2018","368,610","366,130","368,630","366,130","","0,74%"
"03.09.2018","365,910","363,270","366,070","363,270","","0,63%"
"31.08.2018","363,630","363,630","363,630","363,630","","0,00%"
"30.08.2018","363,630","363,630","363,630","363,630","","0,00%"
"29.08.2018","363,630","362,330","364,160","362,330","","0,48%"
"28.08.2018","361,880","361,420","361,920","361,070","","0,28%"
"27.08.2018","360,880","360,430","362,080","359,120","","0,03%"
"24.08.2018","360,780","361,130","361,130","360,380","","0,07%"
"23.08.2018","360,530","360,630","362,630","360,530","","-0,30%"
"22.08.2018","361,630","361,130","362,880","360,030","","0,11%"
"21.08.2018","361,230","361,230","361,230","361,230","","0,00%"
"20.08.2018","361,230","361,430","361,430","360,130","","-0,06%"
"17.08.2018","361,430","360,330","361,500","359,120","","0,31%"
"16.08.2018","360,320","362,220","363,120","360,170","","-0,39%"
"15.08.2018","361,720","363,120","363,120","360,920","","-0,39%"
"14.08.2018","363,120","363,920","364,120","362,220","","-0,22%"
"13.08.2018","363,920","359,210","363,920","359,110","","1,88%"
"10.08.2018","357,215","355,715","357,415","355,665","","0,44%"
"09.08.2018","355,660","351,110","355,960","350,610","","1,30%"
"08.08.2018","351,110","349,110","351,110","348,110","","0,69%"
"07.08.2018","348,710","348,910","349,310","348,110","","-0,06%"
"06.08.2018","348,910","350,110","350,110","348,410","","-0,17%"
"03.08.2018","349,510","350,210","350,620","349,460","","-0,20%"
"02.08.2018","350,210","349,110","350,250","349,010","","0,34%"
"01.08.2018","349,010","347,410","349,010","347,410","","0,46%"
"31.07.2018","347,405","346,605","347,525","345,605","","0,23%"
"30.07.2018","346,605","346,905","347,405","346,105","","-0,10%"
"27.07.2018","346,960","346,210","346,960","345,810","","0,21%"
"26.07.2018","346,220","345,520","346,330","345,120","","0,01%"
"25.07.2018","346,170","345,270","346,670","345,270","","0,26%"
"24.07.2018","345,270","345,520","345,520","344,620","","-0,07%"
"23.07.2018","345,520","346,620","346,620","345,270","","-0,31%"
"20.07.2018","346,595","346,145","346,995","345,745","","0,12%"
"19.07.2018","346,170","345,020","346,220","344,820","","0,33%"
"18.07.2018","345,020","343,620","345,090","343,420","","0,41%"
"17.07.2018","343,620","343,120","343,730","342,520","","0,32%"
"16.07.2018","342,520","342,620","343,620","342,120","","-0,02%"
"13.07.2018","342,595","344,445","344,445","341,995","","-0,54%"
"12.07.2018","344,470","344,120","344,630","344,120","","0,16%"
"11.07.2018","343,920","342,820","344,400","342,320","","0,32%"
"10.07.2018","342,820","344,020","344,020","342,820","","-0,34%"
"09.07.2018","343,995","343,565","344,045","343,095","","0,06%"
"06.07.2018","343,795","343,795","343,795","343,795","","0,00%"
"05.07.2018","343,795","343,195","343,795","343,095","","0,17%"
"04.07.2018","343,210","342,610","343,270","342,610","","0,06%"
"03.07.2018","343,010","342,110","343,370","342,110","","0,41%"
"02.07.2018","341,610","341,360","342,060","341,010","","0,07%"
"29.06.2018","341,360","341,010","341,600","339,980","","0,10%"
"28.06.2018","341,010","341,110","341,830","340,180","","-0,03%"
"27.06.2018","341,110","339,610","341,210","339,480","","0,47%"
"26.06.2018","339,530","339,110","339,600","338,480","","0,06%"
"25.06.2018","339,310","339,850","340,010","338,950","","-0,21%"
"22.06.2018","340,010","341,560","341,560","339,350","","-0,45%"
"21.06.2018","341,560","340,650","341,580","340,560","","0,27%"
"20.06.2018","340,650","341,210","341,410","340,110","","-0,16%"
"19.06.2018","341,210","339,810","341,210","338,350","","0,41%"
"18.06.2018","339,810","336,760","339,810","336,180","","0,91%"
"15.06.2018","336,750","335,860","336,780","335,750","","0,26%"
"14.06.2018","335,860","335,110","336,310","335,110","","-0,07%"
"13.06.2018","336,110","334,310","336,310","334,310","","0,45%"
"12.06.2018","334,590","334,610","334,900","334,050","","0,16%"
"11.06.2018","334,045","334,435","334,435","333,335","","-0,12%"
"08.06.2018","334,435","333,585","334,595","333,585","","0,20%"
"07.06.2018","333,755","332,095","333,755","330,995","","0,50%"
"06.06.2018","332,095","330,995","332,445","330,995","","0,06%"
"05.06.2018","331,895","330,995","331,935","330,135","","0,21%"
"04.06.2018","331,205","331,035","331,205","330,075","","0,06%"
"01.06.2018","330,995","330,095","331,095","329,665","","0,47%"
"31.05.2018","329,445","329,095","329,815","328,175","","-0,20%"
"30.05.2018","330,105","330,635","331,205","329,635","","0,06%"
"29.05.2018","329,905","329,785","330,305","328,405","","0,05%"
"28.05.2018","329,745","328,035","330,165","328,035","","0,47%"
"25.05.2018","328,205","326,035","328,785","325,995","","0,68%"
"24.05.2018","325,995","326,445","326,445","325,155","","-0,09%"
"23.05.2018","326,295","327,595","327,595","325,095","","-0,13%"
"22.05.2018","326,725","329,345","329,635","326,245","","-0,78%"
"21.05.2018","329,295","328,535","329,585","328,095","","0,15%"
"18.05.2018","328,795","327,685","328,965","327,685","","0,29%"
"17.05.2018","327,855","329,425","329,555","326,295","","-0,38%"
"16.05.2018","329,095","328,135","329,635","328,135","","0,24%"
"15.05.2018","328,295","327,095","328,365","326,155","","0,05%"
"14.05.2018","328,145","327,865","328,415","327,095","","0,32%"
"11.05.2018","327,095","326,095","327,865","325,355","","0,00%"
"10.05.2018","327,095","329,595","329,595","326,735","","-0,76%"
"09.05.2018","329,595","329,595","329,595","329,595","","0,00%"
"08.05.2018","329,595","329,595","329,595","329,595","","0,00%"
"07.05.2018","329,595","329,595","329,595","329,595","","0,00%"
"04.05.2018","329,595","329,995","330,235","328,435","","-0,12%"
"03.05.2018","329,995","331,095","331,495","329,535","","-0,18%"
"02.05.2018","330,595","327,635","330,635","327,495","","0,95%"
"01.05.2018","327,495","327,495","327,495","327,495","","0,00%"
"30.04.2018","327,495","327,495","327,495","327,495","","0,00%"
"27.04.2018","327,500","328,450","328,450","327,300","","-0,24%"
"26.04.2018","328,295","326,095","328,535","326,095","","0,67%"
"25.04.2018","326,095","326,095","327,085","325,015","","-0,03%"
"24.04.2018","326,195","327,595","327,595","325,235","","-0,55%"
"23.04.2018","327,995","326,395","327,995","325,535","","0,44%"
"20.04.2018","326,545","325,585","326,545","325,585","","0,29%"
"19.04.2018","325,595","328,145","328,145","325,485","","-0,78%"
"18.04.2018","328,145","328,595","328,595","327,395","","-0,14%"
"17.04.2018","328,595","329,295","329,885","327,615","","-0,21%"
"16.04.2018","329,295","327,085","330,705","327,085","","0,70%"
"13.04.2018","326,995","328,485","328,485","326,535","","-0,46%"
"12.04.2018","328,500","330,110","330,910","327,510","","-0,66%"
"11.04.2018","330,675","329,685","332,175","329,625","","0,94%"
"10.04.2018","327,585","322,195","329,195","322,195","","1,70%"
"09.04.2018","322,095","320,095","322,095","319,715","","0,78%"
"06.04.2018","319,615","319,895","319,935","319,385","","-0,03%"
"05.04.2018","319,695","319,995","319,995","319,435","","-0,14%"
"04.04.2018","320,145","320,445","320,445","319,465","","-0,10%"
"03.04.2018","320,450","319,610","320,650","319,610","","0,27%"
"02.04.2018","319,585","318,825","319,635","318,575","","0,15%"
"30.03.2018","319,095","319,135","319,135","318,035","","-0,02%"
"29.03.2018","319,150","320,110","320,110","318,730","","-0,01%"
"28.03.2018","319,195","318,695","319,635","318,695","","0,16%"
"27.03.2018","318,695","319,395","319,595","318,685","","-0,22%"
"26.03.2018","319,395","320,735","320,995","318,535","","-0,45%"
"23.03.2018","320,850","320,850","320,850","320,850","","0,00%"
"22.03.2018","320,850","320,850","320,850","320,850","","0,00%"
"21.03.2018","320,850","320,850","320,850","320,850","","0,00%"
"20.03.2018","320,850","320,610","321,250","319,950","","0,11%"
"19.03.2018","320,495","322,695","322,695","319,935","","-0,67%"
"16.03.2018","322,645","321,895","323,095","321,895","","0,23%"
"15.03.2018","321,895","322,095","322,695","321,235","","-0,06%"
"14.03.2018","322,095","321,395","322,395","321,395","","0,22%"
"13.03.2018","321,395","320,935","321,815","320,935","","0,06%"
"12.03.2018","321,200","320,600","321,200","319,740","","0,09%"
"09.03.2018","320,900","320,900","320,900","320,900","","0,00%"
"08.03.2018","320,900","320,900","320,900","320,900","","0,00%"
"07.03.2018","320,900","319,200","321,100","319,140","","0,53%"
"06.03.2018","319,200","321,000","321,000","319,140","","-0,56%"
"05.03.2018","321,000","321,740","322,850","320,800","","-0,42%"
"02.03.2018","322,370","321,850","322,830","321,850","","0,16%"
"01.03.2018","321,870","320,600","321,870","320,600","","0,44%"
"28.02.2018","320,450","319,100","320,540","319,100","","0,45%"
"27.02.2018","319,000","319,190","319,250","318,400","","-0,08%"
"26.02.2018","319,250","319,550","320,000","318,540","","-0,23%"
"23.02.2018","320,000","320,450","320,450","318,820","","-0,14%"
"22.02.2018","320,450","319,400","320,450","319,340","","0,31%"
"21.02.2018","319,470","320,150","320,300","319,100","","-0,21%"
"20.02.2018","320,150","319,100","320,150","318,590","","0,25%"
"19.02.2018","319,350","319,610","319,610","318,600","","-0,09%"
"16.02.2018","319,650","319,100","319,940","319,040","","-0,19%"
"15.02.2018","320,250","321,600","321,600","320,030","","-0,76%"
"14.02.2018","322,700","323,300","323,300","322,040","","-0,34%"
"13.02.2018","323,800","325,300","325,740","323,100","","-0,52%"
"12.02.2018","325,500","327,510","329,100","325,500","","-0,62%"
"09.02.2018","327,535","326,025","327,625","326,025","","0,47%"
"08.02.2018","326,000","324,400","326,100","324,100","","0,77%"
"07.02.2018","323,500","323,800","324,130","323,340","","-0,19%"
"06.02.2018","324,100","323,600","324,550","323,100","","0,54%"
"05.02.2018","322,375","322,585","322,825","322,025","","0,10%"
"02.02.2018","322,050","322,100","322,300","321,290","","-0,12%"
"01.02.2018","322,450","323,000","323,040","322,340","","-0,22%"
"31.01.2018","323,150","322,300","323,200","322,300","","0,44%"
"30.01.2018","321,750","322,600","322,940","321,750","","-0,16%"
"29.01.2018","322,250","321,350","322,550","321,100","","0,28%"
"26.01.2018","321,350","320,150","321,380","319,600","","0,37%"
