"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"17.11.2023","462,570","462,110","463,990","461,350","","0,10%"
"16.11.2023","462,125","462,810","463,360","461,050","","-0,15%"
"15.11.2023","462,810","463,710","463,710","459,550","","-0,28%"
"14.11.2023","464,105","465,760","466,010","462,600","","-0,17%"
"13.11.2023","464,890","467,560","467,760","465,070","","-0,45%"
"10.11.2023","466,990","468,610","469,110","467,120","","-0,23%"
"09.11.2023","468,090","468,550","469,190","467,260","","0,11%"
"08.11.2023","467,590","465,450","468,590","464,210","","1,03%"
"07.11.2023","462,840","463,610","466,140","463,090","","0,25%"
"06.11.2023","461,700","464,860","464,985","461,875","","-0,57%"
"03.11.2023","464,340","466,860","467,525","464,010","","-0,43%"
"02.11.2023","466,340","469,610","469,985","466,260","","-0,43%"
"01.11.2023","468,340","468,860","471,200","468,520","","0,01%"
"31.10.2023","468,290","471,610","471,735","468,445","","-0,29%"
"30.10.2023","469,640","470,860","472,690","469,910","","-0,15%"
"27.10.2023","470,340","474,510","474,760","467,990","","-0,75%"
"26.10.2023","473,890","477,110","477,750","474,145","","-0,24%"
"24.10.2023","475,040","477,860","478,015","475,170","","-0,30%"
"23.10.2023","476,480","479,560","480,210","476,615","","-0,38%"
"20.10.2023","478,290","479,550","479,940","478,445","","-0,25%"
"19.10.2023","479,500","479,160","480,340","478,220","","0,53%"
"18.10.2023","476,980","478,110","479,210","477,290","","0,12%"
"17.10.2023","476,390","477,110","478,880","476,495","","0,22%"
"16.10.2023","475,340","476,960","477,460","475,610","","-0,23%"
"13.10.2023","476,440","476,360","477,915","475,610","","0,30%"
"12.10.2023","475,000","477,360","477,485","475,050","","-0,39%"
"11.10.2023","476,840","477,360","477,960","475,860","","0,00%"
"10.10.2023","476,840","478,810","478,935","476,375","","0,21%"
"09.10.2023","475,840","477,710","478,830","476,045","","-0,28%"
"06.10.2023","477,190","478,210","480,135","477,050","","-0,10%"
"05.10.2023","477,690","477,210","478,635","476,845","","0,10%"
"04.10.2023","477,200","477,110","478,560","475,370","","0,18%"
"03.10.2023","476,340","477,710","480,610","475,695","","-0,16%"
"02.10.2023","477,090","477,910","481,060","474,510","","-0,06%"
"29.09.2023","477,390","474,510","478,295","473,065","","0,72%"
"28.09.2023","473,990","479,010","483,145","472,470","","-0,94%"
"27.09.2023","478,490","479,110","486,210","477,985","","-0,15%"
"26.09.2023","479,200","473,600","479,715","473,570","","1,19%"
"25.09.2023","473,550","474,360","475,650","471,895","","0,01%"
"22.09.2023","473,500","477,360","477,610","473,260","","-0,75%"
"21.09.2023","477,090","473,560","478,230","473,125","","0,86%"
"20.09.2023","473,040","471,210","474,680","470,610","","0,50%"
"19.09.2023","470,690","473,000","473,555","469,475","","-0,48%"
"18.09.2023","472,950","468,410","473,630","467,635","","1,15%"
"15.09.2023","467,590","465,610","468,610","465,110","","0,72%"
"14.09.2023","464,230","465,860","467,440","464,290","","-0,29%"
"13.09.2023","465,600","463,310","466,620","461,680","","0,61%"
"12.09.2023","462,790","462,460","464,220","458,250","","0,17%"
"11.09.2023","462,000","464,360","466,210","460,510","","-0,40%"
"08.09.2023","463,840","465,810","467,810","463,995","","-0,32%"
"07.09.2023","465,340","463,610","465,980","463,100","","0,49%"
"06.09.2023","463,090","460,350","464,140","459,535","","0,63%"
"05.09.2023","460,190","458,610","461,150","457,800","","0,46%"
"04.09.2023","458,090","457,860","463,110","457,620","","0,16%"
"01.09.2023","457,340","458,360","458,735","454,595","","-0,11%"
"31.08.2023","457,840","462,610","462,610","457,490","","-0,92%"
"29.08.2023","462,090","463,810","464,155","459,980","","-0,26%"
"28.08.2023","463,290","465,100","466,170","462,400","","-0,17%"
"25.08.2023","464,090","459,610","464,815","457,745","","1,09%"
"24.08.2023","459,090","461,610","465,310","456,100","","-0,43%"
"23.08.2023","461,090","453,610","464,415","453,215","","1,77%"
"22.08.2023","453,090","454,610","455,110","452,375","","-0,22%"
"21.08.2023","454,090","454,310","455,110","450,105","","0,07%"
"18.08.2023","453,790","462,610","463,765","453,250","","-1,80%"
"17.08.2023","462,090","459,410","467,110","457,960","","0,70%"
"16.08.2023","458,890","452,110","460,250","451,095","","1,72%"
"15.08.2023","451,110","449,950","452,480","447,890","","0,34%"
"14.08.2023","449,580","446,605","450,450","446,330","","0,78%"
"11.08.2023","446,080","445,300","447,215","444,930","","0,29%"
"10.08.2023","444,780","446,100","446,155","444,615","","0,19%"
"09.08.2023","443,940","446,605","447,065","444,695","","-0,48%"
"08.08.2023","446,080","446,855","447,065","444,755","","-0,06%"
"07.08.2023","446,330","445,400","447,755","444,915","","0,33%"
"04.08.2023","444,880","445,150","446,265","444,405","","0,29%"
"03.08.2023","443,580","444,100","445,710","443,655","","0,00%"
"02.08.2023","443,580","444,600","445,425","441,975","","-0,11%"
"01.08.2023","444,080","444,600","446,425","443,475","","0,00%"
"31.07.2023","444,080","445,600","446,920","444,370","","0,00%"
"28.07.2023","444,080","444,600","446,270","444,355","","0,00%"
"27.07.2023","444,080","444,900","445,475","444,010","","-0,07%"
"26.07.2023","444,380","444,900","445,310","443,750","","0,00%"
"25.07.2023","444,380","446,055","446,140","444,590","","-0,26%"
"24.07.2023","445,530","445,400","446,405","444,470","","0,15%"
"21.07.2023","444,880","444,350","445,825","443,840","","0,24%"
"20.07.2023","443,830","443,850","445,085","443,090","","0,11%"
"19.07.2023","443,330","443,950","445,380","441,040","","-0,02%"
"18.07.2023","443,430","445,100","445,310","443,340","","-0,26%"
"17.07.2023","444,580","445,100","448,805","444,530","","0,00%"
"14.07.2023","444,580","444,800","447,455","444,340","","0,07%"
"13.07.2023","444,280","442,800","445,235","441,280","","0,45%"
"12.07.2023","442,280","442,050","443,315","439,175","","0,17%"
"11.07.2023","441,530","443,100","443,225","439,540","","-0,24%"
"10.07.2023","442,580","445,600","448,105","442,080","","-0,56%"
"05.07.2023","445,080","445,100","446,230","442,440","","0,11%"
"04.07.2023","444,580","448,355","448,605","444,560","","-0,73%"
"03.07.2023","447,830","449,100","450,305","447,430","","-0,56%"
"30.06.2023","450,330","454,110","455,160","450,490","","-0,72%"
"29.06.2023","453,590","451,105","455,265","450,605","","0,99%"
"27.06.2023","449,160","450,100","452,045","449,355","","-0,19%"
"26.06.2023","450,000","448,305","451,355","448,305","","0,51%"
"23.06.2023","447,730","447,150","448,640","446,355","","0,18%"
"22.06.2023","446,930","448,655","449,555","447,015","","-0,26%"
"21.06.2023","448,080","448,505","449,155","446,240","","0,03%"
"20.06.2023","447,930","448,655","449,225","447,600","","-0,03%"
"19.06.2023","448,080","447,605","449,065","445,730","","0,11%"
"16.06.2023","447,580","453,360","453,485","447,855","","-1,15%"
"15.06.2023","452,790","450,455","453,460","449,355","","0,65%"
"14.06.2023","449,880","448,655","451,455","447,355","","0,40%"
"13.06.2023","448,080","447,605","449,240","447,340","","0,17%"
"12.06.2023","447,330","446,655","449,720","445,135","","0,28%"
"09.06.2023","446,080","444,650","446,765","443,950","","0,45%"
"08.06.2023","444,080","445,650","446,110","443,600","","-0,22%"
"07.06.2023","445,080","447,655","448,495","445,065","","-0,45%"
"06.06.2023","447,080","448,455","448,730","446,865","","-0,18%"
"05.06.2023","447,880","448,755","449,455","447,990","","-0,07%"
"02.06.2023","448,180","448,955","449,365","447,415","","-0,04%"
"01.06.2023","448,380","447,755","449,855","446,860","","0,50%"
"31.05.2023","446,130","447,300","449,355","446,290","","-0,24%"
"30.05.2023","447,200","445,500","448,155","444,605","","0,95%"
"29.05.2023","442,980","444,550","445,850","443,140","","-0,23%"
"26.05.2023","443,980","445,650","446,205","444,190","","-0,25%"
"25.05.2023","445,080","445,650","447,855","444,350","","-0,09%"
"24.05.2023","445,500","441,800","446,705","441,705","","0,86%"
"23.05.2023","441,700","443,750","444,235","440,790","","-0,46%"
"22.05.2023","443,750","448,255","448,465","443,440","","-0,97%"
"19.05.2023","448,100","448,655","449,355","447,355","","0,14%"
"18.05.2023","447,480","449,800","450,305","447,840","","-0,42%"
"17.05.2023","449,380","450,355","451,155","448,865","","-0,09%"
"16.05.2023","449,780","451,055","451,355","447,750","","-0,16%"
"15.05.2023","450,480","448,000","453,215","447,500","","0,63%"
"12.05.2023","447,680","444,450","448,655","443,990","","0,86%"
"11.05.2023","443,880","443,600","445,210","442,350","","0,09%"
"10.05.2023","443,500","443,550","445,885","443,030","","0,12%"
"05.05.2023","442,980","445,350","446,215","443,090","","-0,40%"
"04.05.2023","444,780","445,750","447,355","444,240","","-0,09%"
"03.05.2023","445,180","447,955","448,055","440,740","","-0,51%"
"02.05.2023","447,450","452,155","453,560","447,190","","-0,91%"
"28.04.2023","451,580","456,160","456,365","451,450","","-0,88%"
"27.04.2023","455,590","454,760","457,710","454,275","","0,31%"
"26.04.2023","454,190","454,260","455,710","452,955","","0,11%"
"25.04.2023","453,690","457,260","457,315","452,655","","-0,66%"
"24.04.2023","456,690","455,160","457,940","454,620","","0,46%"
"21.04.2023","454,600","456,760","459,210","454,595","","-0,35%"
"20.04.2023","456,190","457,260","457,740","454,060","","-0,11%"
"19.04.2023","456,690","451,955","459,610","451,800","","1,11%"
"18.04.2023","451,680","450,455","452,905","448,355","","0,37%"
"17.04.2023","450,000","451,355","451,455","446,150","","-0,20%"
"14.04.2023","450,880","450,955","452,415","448,755","","0,03%"
"13.04.2023","450,750","452,455","452,565","448,555","","-0,27%"
"12.04.2023","451,980","451,505","454,360","450,855","","0,22%"
"11.04.2023","451,000","444,750","451,705","444,250","","1,43%"
"10.04.2023","444,650","445,805","446,465","443,065","","-0,10%"
"07.04.2023","445,080","446,155","446,640","443,350","","-0,11%"
"06.04.2023","445,580","447,850","449,355","445,740","","-0,28%"
"05.04.2023","446,850","447,255","449,440","445,535","","0,13%"
"04.04.2023","446,260","452,360","452,360","446,040","","-1,40%"
"03.04.2023","452,590","455,860","455,860","448,590","","-0,44%"
"31.03.2023","454,600","450,655","456,860","450,355","","1,00%"
"30.03.2023","450,080","447,805","450,655","446,905","","0,58%"
"29.03.2023","447,480","453,400","453,950","445,990","","-1,28%"
"28.03.2023","453,300","457,550","457,815","452,800","","-0,92%"
"27.03.2023","457,500","457,410","460,265","456,160","","0,09%"
"24.03.2023","457,090","464,050","464,410","454,060","","-1,51%"
"20.03.2023","464,090","458,260","465,215","458,070","","1,34%"
"17.03.2023","457,940","464,110","464,215","457,545","","-1,26%"
"16.03.2023","463,790","464,110","470,815","461,100","","0,00%"
"15.03.2023","463,790","461,610","468,060","461,100","","0,54%"
"14.03.2023","461,290","456,810","462,515","456,100","","1,16%"
"13.03.2023","456,000","452,005","459,360","451,905","","0,96%"
"10.03.2023","451,680","441,400","452,315","441,250","","2,40%"
"09.03.2023","441,080","438,250","442,500","437,875","","0,72%"
"07.03.2023","437,930","436,300","440,250","436,040","","0,45%"
"06.03.2023","435,980","431,100","438,050","427,040","","1,21%"
"03.03.2023","430,780","435,800","435,810","429,100","","-1,08%"
"02.03.2023","435,480","440,550","441,110","431,550","","-1,14%"
"01.03.2023","440,500","445,050","445,310","440,100","","-1,06%"
"28.02.2023","445,200","447,355","448,255","444,900","","-0,44%"
"27.02.2023","447,180","449,350","450,555","447,055","","-0,47%"
"24.02.2023","449,300","449,005","449,365","445,050","","0,23%"
"23.02.2023","448,250","449,005","450,255","448,300","","-0,13%"
"22.02.2023","448,830","446,955","449,355","445,540","","0,46%"
"21.02.2023","446,780","447,005","447,355","444,550","","-0,01%"
"20.02.2023","446,830","448,655","448,865","446,440","","-0,06%"
"17.02.2023","447,100","443,750","448,655","442,750","","0,77%"
"16.02.2023","443,700","447,255","447,255","443,140","","-0,74%"
"15.02.2023","447,000","449,555","450,055","444,250","","-0,50%"
"14.02.2023","449,250","451,755","452,355","449,215","","-0,55%"
"13.02.2023","451,750","451,055","453,560","450,755","","0,19%"
"10.02.2023","450,880","452,205","452,205","450,040","","-0,25%"
"09.02.2023","452,030","455,060","455,115","450,755","","-0,63%"
"08.02.2023","454,890","456,260","457,100","454,620","","-0,26%"
"07.02.2023","456,090","457,460","457,760","456,260","","-0,26%"
"06.02.2023","457,290","458,060","460,400","456,795","","-0,13%"
"03.02.2023","457,890","458,900","460,710","457,860","","-0,20%"
"02.02.2023","458,800","460,560","460,565","458,760","","-0,32%"
"01.02.2023","460,290","460,500","461,290","460,295","","-0,02%"
"31.01.2023","460,400","459,650","461,015","459,620","","0,17%"
"30.01.2023","459,600","460,060","460,160","459,420","","-0,11%"
"27.01.2023","460,090","460,860","462,060","459,745","","-0,11%"
"26.01.2023","460,590","461,360","463,360","460,645","","-0,13%"
"25.01.2023","461,200","461,660","462,560","460,810","","-0,04%"
"24.01.2023","461,390","462,210","462,660","461,320","","-0,13%"
"23.01.2023","462,000","464,200","464,200","461,245","","-0,13%"
"20.01.2023","462,590","462,660","464,360","462,060","","0,04%"
"19.01.2023","462,390","464,060","464,165","462,095","","-0,30%"
"18.01.2023","463,790","464,360","465,360","463,845","","-0,09%"
"17.01.2023","464,220","463,460","464,650","463,150","","0,20%"
"16.01.2023","463,300","462,260","463,660","462,095","49,93K","0,28%"
"13.01.2023","462,000","462,150","462,865","461,650","63,41K","0,00%"
"12.01.2023","462,000","462,260","462,915","461,860","81,65K","0,00%"
"11.01.2023","462,000","462,560","462,665","461,650","45,44K","-0,06%"
"10.01.2023","462,290","462,250","463,260","461,360","67,35K","0,04%"
"09.01.2023","462,100","464,360","464,725","462,095","83,11K","-0,27%"
"06.01.2023","463,360","465,060","465,350","462,760","44,50K","-0,31%"
"05.01.2023","464,790","465,760","466,765","465,060","41,54K","-0,15%"
"04.01.2023","465,490","462,150","466,060","462,150","47,54K","0,64%"
"30.12.2022","462,540","461,560","465,150","461,150","37,25K","0,27%"
"29.12.2022","461,290","463,260","463,260","460,360","42,44K","-0,37%"
"28.12.2022","462,990","460,560","463,560","459,360","46,18K","0,59%"
"27.12.2022","460,290","462,150","462,660","459,860","64,01K","-0,37%"
"26.12.2022","462,000","461,760","463,165","459,550","83,91K","0,11%"
"23.12.2022","461,490","464,260","464,860","459,860","41,73K","-0,54%"
"22.12.2022","463,990","469,160","469,360","463,960","45,61K","-1,05%"
"21.12.2022","468,890","470,260","471,150","469,045","43,22K","-0,19%"
"20.12.2022","469,800","467,660","470,560","467,660","47,35K","0,52%"
"19.12.2022","467,390","466,860","469,015","466,860","42,35K","0,17%"
"15.12.2022","466,590","469,450","469,660","466,595","52,08K","-0,60%"
"14.12.2022","469,390","469,450","470,215","468,150","70,23K","0,02%"
"13.12.2022","469,300","469,860","470,660","468,150","82,59K","-0,06%"
"12.12.2022","469,590","470,360","472,860","468,360","47,69K","-0,04%"
"09.12.2022","469,800","471,360","473,860","469,595","50,60K","-0,27%"
"08.12.2022","471,090","473,860","473,860","470,845","47,19K","-0,45%"
"07.12.2022","473,200","470,860","474,620","470,495","48,05K","0,55%"
"06.12.2022","470,590","470,360","473,715","470,080","44,99K","0,11%"
"05.12.2022","470,090","470,160","470,360","468,595","43,16K","0,04%"
"02.12.2022","469,890","467,850","470,460","467,360","60,89K","0,47%"
"01.12.2022","467,700","469,060","469,610","467,150","86,92K","-0,23%"
"30.11.2022","468,790","467,650","470,560","467,620","66,14K","0,28%"
"29.11.2022","467,500","468,260","469,265","467,645","80,94K","-0,11%"
"28.11.2022","468,000","465,460","470,145","465,395","58,10K","0,58%"
"25.11.2022","465,300","465,150","467,360","463,950","67,49K","0,06%"
"24.11.2022","465,000","464,860","466,860","464,650","81,14K","0,09%"
"23.11.2022","464,590","463,650","465,060","461,620","66,71K","0,24%"
"22.11.2022","463,500","463,560","464,860","462,150","51,24K","0,05%"
"21.11.2022","463,290","461,960","465,360","461,150","47,67K","0,35%"
"18.11.2022","461,690","458,360","461,960","457,950","47,65K","0,79%"
"17.11.2022","458,090","459,960","460,965","457,045","43,69K","-0,35%"
"16.11.2022","459,690","460,160","460,560","458,445","40,68K","-0,04%"
"15.11.2022","459,890","461,260","463,860","459,095","50,52K","-0,24%"
"14.11.2022","460,990","460,360","462,260","458,360","45,63K","0,20%"
"11.11.2022","460,090","467,460","467,460","458,850","46,90K","-1,52%"
"10.11.2022","467,190","466,760","470,715","465,650","45,48K","0,13%"
"09.11.2022","466,590","465,150","467,960","464,260","65,92K","0,34%"
"08.11.2022","465,000","464,150","465,560","461,760","58,63K","0,41%"
"07.11.2022","463,110","465,060","465,560","461,345","49,09K","-0,38%"
"04.11.2022","464,890","466,760","466,760","463,760","45,72K","-0,35%"
"03.11.2022","466,500","461,160","466,760","461,145","49,17K","1,19%"
"02.11.2022","461,000","462,560","463,150","459,560","53,45K","-0,32%"
"01.11.2022","462,500","467,260","467,760","462,190","51,84K","-0,96%"
"31.10.2022","467,000","468,260","471,150","466,690","52,57K","-0,21%"
"28.10.2022","468,000","464,150","470,520","463,960","95,20K","0,86%"
"27.10.2022","464,000","468,550","469,150","462,645","97,60K","-0,94%"
"26.10.2022","468,400","471,260","472,960","468,150","80,14K","-0,82%"
"21.10.2022","472,260","469,960","473,875","469,445","45,20K","0,75%"
"20.10.2022","468,750","470,260","470,775","467,260","44,39K","-0,29%"
"19.10.2022","470,090","471,410","472,760","469,360","47,18K","-0,30%"
"18.10.2022","471,500","472,560","474,850","471,260","47,46K","-0,32%"
"17.10.2022","473,000","476,010","476,010","472,560","46,41K","-0,60%"
"14.10.2022","475,840","478,060","478,760","475,150","44,86K","-0,43%"
"13.10.2022","477,890","478,650","481,760","477,950","68,63K","-0,13%"
"12.10.2022","478,500","477,360","480,250","476,150","79,13K","0,27%"
"11.10.2022","477,190","474,460","477,750","473,360","41,63K","0,61%"
"10.10.2022","474,290","472,260","474,750","472,260","49,36K","0,47%"
"07.10.2022","472,090","471,150","473,460","470,150","67,01K","0,23%"
"06.10.2022","471,000","470,060","471,150","466,350","77,50K","0,26%"
"05.10.2022","469,790","472,250","473,060","468,795","68,58K","-0,49%"
"04.10.2022","472,100","475,650","475,860","471,145","99,25K","-0,72%"
"03.10.2022","475,500","476,660","477,215","474,575","81,86K","-0,19%"
"30.09.2022","476,390","477,210","479,075","474,725","48,61K","0,04%"
"29.09.2022","476,210","477,860","479,860","475,360","37,86K","-0,29%"
"28.09.2022","477,590","478,860","480,660","476,860","50,21K","-0,21%"
"27.09.2022","478,590","478,860","480,425","477,640","47,25K","0,08%"
"26.09.2022","478,190","480,860","481,850","476,360","51,28K","-0,76%"
"23.09.2022","481,840","479,260","482,165","478,350","48,97K","0,60%"
"22.09.2022","478,990","479,860","482,545","479,145","48,27K","-0,13%"
"21.09.2022","479,590","476,860","480,360","475,860","48,49K","0,63%"
"20.09.2022","476,590","478,150","479,615","476,650","64,65K","-0,29%"
"19.09.2022","478,000","475,660","478,460","475,150","78,08K","0,55%"
"16.09.2022","475,390","476,000","478,360","474,725","70,16K","-0,10%"
"15.09.2022","475,850","473,450","476,090","473,025","120,39K","0,54%"
"14.09.2022","473,300","472,760","474,465","472,625","89,29K","0,17%"
"13.09.2022","472,490","473,060","474,360","472,460","49,87K","-0,06%"
"12.09.2022","472,790","472,600","473,265","470,860","50,66K","0,04%"
"09.09.2022","472,590","475,760","475,860","472,060","44,29K","-0,61%"
"08.09.2022","475,490","473,860","479,860","473,860","45,26K","0,40%"
"07.09.2022","473,590","472,960","475,260","472,250","45,86K","0,19%"
"06.09.2022","472,690","472,660","473,750","471,760","50,24K","0,06%"
"05.09.2022","472,390","470,660","473,860","470,660","52,30K","0,36%"
"02.09.2022","470,700","471,060","473,250","470,295","57,78K","-0,02%"
"01.09.2022","470,790","473,050","473,050","470,660","44,73K","-0,40%"
"31.08.2022","472,690","468,860","473,660","467,250","43,77K","-0,21%"
"26.08.2022","473,690","465,860","476,060","465,750","50,75K","1,74%"
"25.08.2022","465,590","464,250","467,860","462,860","66,49K","0,34%"
"24.08.2022","464,000","466,160","466,160","458,860","80,82K","-0,56%"
"23.08.2022","466,600","473,360","473,860","465,760","53,66K","-1,37%"
"22.08.2022","473,090","476,710","476,710","472,645","48,80K","-0,70%"
"19.08.2022","476,440","476,160","477,050","475,750","45,81K","0,12%"
"18.08.2022","475,890","476,460","476,765","475,360","46,26K","-0,06%"
"17.08.2022","476,190","476,760","477,770","475,250","47,69K","-0,06%"
"16.08.2022","476,490","476,460","477,060","476,260","48,21K","0,06%"
"15.08.2022","476,190","477,060","478,625","474,695","47,17K","-0,13%"
"12.08.2022","476,790","476,250","477,625","475,360","72,38K","0,17%"
"11.08.2022","476,000","478,460","478,560","475,860","80,33K","-0,46%"
"10.08.2022","478,190","479,250","480,860","477,060","73,18K","-0,17%"
"09.08.2022","479,000","477,110","480,125","476,950","84,81K","0,45%"
"08.08.2022","476,840","476,460","478,650","475,060","47,83K","0,03%"
"05.08.2022","476,700","477,160","479,360","476,045","79,30K","-0,06%"
"04.08.2022","477,000","474,860","477,770","474,860","51,65K","0,51%"
"03.08.2022","474,590","474,360","477,960","473,360","39,24K","0,11%"
"02.08.2022","474,090","480,360","480,360","474,160","47,79K","-1,25%"
"01.08.2022","480,090","477,160","480,460","477,160","49,37K","0,67%"
"29.07.2022","476,890","479,360","481,125","475,745","46,89K","-0,46%"
"28.07.2022","479,090","477,750","480,975","476,495","68,27K","0,33%"
"27.07.2022","477,500","479,860","481,060","476,995","79,32K","-0,44%"
"26.07.2022","479,590","478,060","481,750","477,360","65,12K","0,37%"
"25.07.2022","477,800","482,365","482,365","474,250","46,15K","-0,89%"
"22.07.2022","482,090","482,565","485,250","481,860","43,70K","-0,04%"
"21.07.2022","482,290","481,860","482,865","481,060","48,56K","0,15%"
"20.07.2022","481,590","480,060","482,750","479,360","43,95K","0,38%"
"19.07.2022","479,790","486,365","486,365","479,860","48,69K","-1,30%"
"18.07.2022","486,090","482,060","486,730","480,250","45,70K","0,89%"
"15.07.2022","481,790","479,750","482,575","478,860","69,94K","0,48%"
"14.07.2022","479,500","476,250","481,100","474,995","100,32K","0,74%"
"13.07.2022","476,000","474,250","476,975","474,250","104,11K","0,42%"
"12.07.2022","474,000","471,910","475,860","469,860","84,34K","0,55%"
"11.07.2022","471,390","473,360","473,360","462,310","44,69K","-0,36%"
"08.07.2022","473,090","478,250","479,610","471,250","71,79K","-1,03%"
"07.07.2022","478,000","465,860","484,115","465,860","79,43K","2,67%"
"05.07.2022","465,590","467,760","475,860","465,250","48,38K","-0,41%"
"04.07.2022","467,490","464,360","467,860","461,860","48,52K","0,73%"
"01.07.2022","464,090","470,360","470,725","462,695","52,33K","-1,26%"
"30.06.2022","470,000","468,360","473,360","465,245","51,47K","0,41%"
"29.06.2022","468,090","460,160","471,060","457,860","48,21K","1,78%"
"28.06.2022","459,890","462,250","462,250","452,855","66,30K","-0,46%"
"27.06.2022","462,000","467,260","467,260","458,360","79,42K","-1,07%"
"24.06.2022","466,990","467,860","474,360","466,875","49,09K","-0,13%"
"23.06.2022","467,590","455,660","467,860","455,250","47,67K","2,68%"
"22.06.2022","455,390","449,855","455,860","448,750","47,84K","1,29%"
"21.06.2022","449,580","446,355","450,355","445,850","44,48K","0,78%"
"20.06.2022","446,080","446,355","446,955","440,750","45,41K","0,00%"
"17.06.2022","446,080","444,650","449,155","444,610","48,35K","0,38%"
"16.06.2022","444,380","439,550","444,650","438,850","50,48K","1,16%"
"15.06.2022","439,280","437,050","440,065","436,375","45,26K","0,57%"
"14.06.2022","436,780","437,250","437,975","435,150","51,05K","-0,05%"
"13.06.2022","436,980","436,350","438,015","433,850","42,86K","0,21%"
"10.06.2022","436,080","436,350","436,925","434,550","45,44K","0,00%"
"09.06.2022","436,080","434,350","438,250","430,850","61,81K","0,46%"
"08.06.2022","434,080","431,150","435,665","430,375","45,76K","0,74%"
"07.06.2022","430,880","432,350","432,350","429,050","46,10K","-0,28%"
"06.06.2022","432,080","434,350","434,350","430,750","46,03K","-0,46%"
"03.06.2022","434,080","435,050","435,850","430,750","50,74K","-0,16%"
"02.06.2022","434,780","428,650","436,415","428,650","44,84K","1,49%"
"01.06.2022","428,380","425,350","433,150","419,250","38,23K","0,78%"
"31.05.2022","425,080","423,850","426,750","411,850","42,93K","0,35%"
"30.05.2022","423,580","435,050","435,050","419,850","42,70K","-2,58%"
"27.05.2022","434,780","423,550","435,650","423,550","47,21K","2,72%"
"26.05.2022","423,280","415,750","425,475","415,375","48,77K","1,85%"
"25.05.2022","415,580","416,650","416,750","413,750","43,50K","-0,22%"
"24.05.2022","416,500","420,850","421,250","415,350","44,19K","-0,97%"
"23.05.2022","420,580","427,850","428,250","420,850","47,42K","-1,64%"
"20.05.2022","427,580","429,250","429,625","421,350","35,09K","-0,33%"
"19.05.2022","429,000","433,150","433,450","427,750","38,76K","-0,90%"
"18.05.2022","432,880","434,250","434,260","431,750","20,74K","-0,25%"
"17.05.2022","433,980","432,750","434,915","430,950","17,20K","0,35%"
"16.05.2022","432,480","432,050","432,750","428,350","16,66K","0,16%"
"13.05.2022","431,780","433,850","433,850","426,550","17,06K","-0,42%"
"12.05.2022","433,580","440,850","440,850","431,350","17,54K","-1,59%"
"11.05.2022","440,580","439,350","445,350","438,850","17,23K","0,34%"
"06.05.2022","439,080","426,950","439,815","426,350","18,23K","2,91%"
"05.05.2022","426,680","438,150","438,150","422,350","17,55K","-2,56%"
"04.05.2022","437,880","440,350","440,350","434,850","17,83K","-0,50%"
"03.05.2022","440,080","443,350","443,350","438,850","16,83K","-0,68%"
"29.04.2022","443,080","446,855","449,255","440,850","18,04K","-0,78%"
"28.04.2022","446,580","446,955","450,855","445,350","18,51K","-0,02%"
"27.04.2022","446,680","451,355","454,060","446,155","16,85K","-0,98%"
"26.04.2022","451,080","449,455","454,560","449,455","17,53K","0,42%"
"25.04.2022","449,180","444,050","450,355","444,050","17,78K","1,19%"
"22.04.2022","443,880","443,150","445,650","442,850","17,97K","0,29%"
"21.04.2022","442,580","442,950","445,350","442,250","18,15K","0,05%"
"20.04.2022","442,380","445,650","446,155","442,650","16,33K","-0,61%"
"19.04.2022","445,080","443,650","446,955","441,150","17,53K","0,45%"
"18.04.2022","443,080","455,660","455,660","443,435","16,95K","-2,64%"
"15.04.2022","455,090","453,160","456,360","449,355","18,32K","0,55%"
"14.04.2022","452,590","450,155","454,060","445,650","17,89K","1,01%"
"13.04.2022","448,080","448,655","453,360","448,655","18,24K","0,00%"
"12.04.2022","448,080","449,655","453,160","447,355","15,93K","-0,22%"
"11.04.2022","449,080","443,650","454,360","443,650","16,73K","1,35%"
"08.04.2022","443,080","454,660","455,260","443,650","17,29K","-2,42%"
"07.04.2022","454,090","465,760","465,795","454,445","16,86K","-2,30%"
"06.04.2022","464,760","467,660","467,860","460,160","16,68K","-0,29%"
"05.04.2022","466,090","468,160","473,060","456,460","17,46K","-0,21%"
"04.04.2022","467,090","475,460","476,860","467,660","17,05K","-1,54%"
"01.04.2022","474,390","470,860","476,110","470,160","19,19K","0,98%"
"31.03.2022","469,790","466,160","472,095","465,360","18,28K","1,01%"
"30.03.2022","465,090","466,860","466,910","456,660","17,32K","-0,15%"
"29.03.2022","465,790","481,865","481,865","466,860","18,10K","-3,12%"
"28.03.2022","480,790","492,865","493,165","480,760","17,65K","-2,24%"
"25.03.2022","491,790","493,965","496,165","491,665","17,95K","-0,22%"
"24.03.2022","492,890","508,770","508,770","489,665","17,27K","-3,01%"
"18.03.2022","508,200","508,870","509,035","505,365","18,20K","-0,02%"
"17.03.2022","508,300","509,620","509,820","505,515","16,80K","0,00%"
"16.03.2022","508,300","515,420","515,420","507,620","17,45K","-1,13%"
"15.03.2022","514,100","518,725","518,725","513,120","17,32K","-0,64%"
"14.03.2022","517,400","525,125","525,125","515,120","17,34K","-1,13%"
"11.03.2022","523,300","521,125","527,125","514,120","17,14K","0,67%"
"10.03.2022","519,800","510,920","521,290","509,920","17,84K","1,90%"
